year,month,province_en,wind_util_pct,solar_util_pct,wind_util_ytd_pct,solar_util_ytd_pct,source_url
2024,2,Liaoning,91.0,94.1,94.2,96.3,https://wind.in-en.com/html/wind-2446300.shtml
2024,2,National,93.7,93.4,96.0,95.7,https://wind.in-en.com/html/wind-2446300.shtml
2024,2,Ningxia,97.7,92.2,98.3,95.9,https://wind.in-en.com/html/wind-2446300.shtml
2024,2,Qinghai,92.4,89.7,93.3,91.5,https://wind.in-en.com/html/wind-2446300.shtml
2024,2,Shaanxi,94.2,89.7,96.0,94.2,https://wind.in-en.com/html/wind-2446300.shtml
2024,2,Shandong,90.1,90.8,93.8,95.1,https://wind.in-en.com/html/wind-2446300.shtml
2024,2,Shanghai,100.0,100.0,100.0,100.0,https://wind.in-en.com/html/wind-2446300.shtml
2024,2,Shanxi,95.9,94.4,98.2,95.5,https://wind.in-en.com/html/wind-2446300.shtml
2024,2,Sichuan,100.0,100.0,100.0,100.0,https://wind.in-en.com/html/wind-2446300.shtml
2024,2,Tianjin,95.3,93.6,98.1,96.8,https://wind.in-en.com/html/wind-2446300.shtml
2024,2,Tibet,100.0,70.9,100.0,72.5,https://wind.in-en.com/html/wind-2446300.shtml
2024,2,Xinjiang,95.9,95.1,96.6,96.4,https://wind.in-en.com/html/wind-2446300.shtml
2024,2,Yunnan,97.8,94.2,98.7,96.4,https://wind.in-en.com/html/wind-2446300.shtml
2024,2,Zhejiang,100.0,100.0,100.0,100.0,https://wind.in-en.com/html/wind-2446300.shtml
2024,3,Anhui,100.0,100.0,99.8,99.7,https://wind.in-en.com/html/wind-2448516.shtml
2024,3,Beijing,96.4,99.4,97.5,99.2,https://wind.in-en.com/html/wind-2448516.shtml
2024,3,Chongqing,100.0,100.0,100.0,100.0,https://wind.in-en.com/html/wind-2448516.shtml
2024,3,Fujian,100.0,100.0,100.0,100.0,https://wind.in-en.com/html/wind-2448516.shtml
2024,3,Gansu,91.1,90.6,91.4,92.1,https://wind.in-en.com/html/wind-2448516.shtml
2024,3,Guangdong,99.6,99.8,99.7,99.9,https://wind.in-en.com/html/wind-2448516.shtml
2024,3,Guangxi,100.0,100.0,100.0,100.0,https://wind.in-en.com/html/wind-2448516.shtml
2024,3,Guizhou,99.5,98.7,99.3,98.3,https://wind.in-en.com/html/wind-2448516.shtml
2024,3,Hainan,99.5,99.1,99.8,98.9,https://wind.in-en.com/html/wind-2448516.shtml
2024,3,Hebei,94.8,94.0,92.7,93.2,https://wind.in-en.com/html/wind-2448516.shtml
2024,3,Heilongjiang,95.4,96.4,95.5,95.6,https://wind.in-en.com/html/wind-2448516.shtml
2024,3,Henan,93.4,94.6,93.6,95.7,https://wind.in-en.com/html/wind-2448516.shtml
2024,3,Hubei,98.7,95.0,98.5,94.7,https://wind.in-en.com/html/wind-2448516.shtml
2024,3,Hunan,99.4,99.8,97.8,99.8,https://wind.in-en.com/html/wind-2448516.shtml
2024,3,Inner Mongolia East,94.2,96.7,93.1,97.7,https://wind.in-en.com/html/wind-2448516.shtml
2024,3,Inner Mongolia West,94.2,92.2,94.1,92.4,https://wind.in-en.com/html/wind-2448516.shtml
2024,3,Jiangsu,100.0,100.0,99.8,99.7,https://wind.in-en.com/html/wind-2448516.shtml
2024,3,Jiangxi,99.9,99.5,99.2,96.6,https://wind.in-en.com/html/wind-2448516.shtml
2024,3,Jilin,93.9,97.3,91.7,95.9,https://wind.in-en.com/html/wind-2448516.shtml
2024,3,Liaoning,95.6,96.7,94.7,96.5,https://wind.in-en.com/html/wind-2448516.shtml
2024,3,National,96.3,96.4,96.1,96.0,https://wind.in-en.com/html/wind-2448516.shtml
2024,3,Ningxia,96.9,96.3,97.7,96.1,https://wind.in-en.com/html/wind-2448516.shtml
2024,3,Qinghai,92.4,90.8,92.9,91.2,https://wind.in-en.com/html/wind-2448516.shtml
2024,3,Shaanxi,94.6,94.1,95.4,94.1,https://wind.in-en.com/html/wind-2448516.shtml
2024,3,Shandong,96.1,98.4,94.7,96.6,https://wind.in-en.com/html/wind-2448516.shtml
2024,3,Shanghai,100.0,100.0,100.0,100.0,https://wind.in-en.com/html/wind-2448516.shtml
2024,3,Shanxi,97.9,97.9,98.1,96.5,https://wind.in-en.com/html/wind-2448516.shtml
2024,3,Sichuan,100.0,100.0,100.0,100.0,https://wind.in-en.com/html/wind-2448516.shtml
2024,3,Tianjin,99.8,99.4,98.8,98.0,https://wind.in-en.com/html/wind-2448516.shtml
2024,3,Tibet,97.4,69.2,98.8,71.3,https://wind.in-en.com/html/wind-2448516.shtml
2024,3,Xinjiang,93.5,95.4,95.4,96.0,https://wind.in-en.com/html/wind-2448516.shtml
2024,3,Yunnan,99.5,97.3,98.9,96.8,https://wind.in-en.com/html/wind-2448516.shtml
2024,3,Zhejiang,100.0,100.0,100.0,100.0,https://wind.in-en.com/html/wind-2448516.shtml
2024,4,Anhui,100.0,100.0,99.9,99.8,https://wind.in-en.com/html/wind-2450424.shtml
2024,4,Beijing,98.6,99.8,97.7,99.4,https://wind.in-en.com/html/wind-2450424.shtml
2024,4,Chongqing,100.0,100.0,100.0,100.0,https://wind.in-en.com/html/wind-2450424.shtml
2024,4,Fujian,100.0,100.0,100.0,100.0,https://wind.in-en.com/html/wind-2450424.shtml
2024,4,Gansu,94.1,88.7,92.2,91.1,https://wind.in-en.com/html/wind-2450424.shtml
2024,4,Guangdong,98.1,99.6,99.3,99.8,https://wind.in-en.com/html/wind-2450424.shtml
2024,4,Guangxi,99.9,99.8,100.0,100.0,https://wind.in-en.com/html/wind-2450424.shtml
2024,4,Guizhou,99.4,98.8,99.3,98.5,https://wind.in-en.com/html/wind-2450424.shtml
2024,4,Hainan,100.0,100.0,99.9,99.2,https://wind.in-en.com/html/wind-2450424.shtml
2024,4,Hebei,94.9,97.1,93.2,94.4,https://wind.in-en.com/html/wind-2450424.shtml
2024,4,Heilongjiang,95.3,96.0,95.4,95.7,https://wind.in-en.com/html/wind-2450424.shtml
2024,4,Henan,97.8,97.4,94.6,96.3,https://wind.in-en.com/html/wind-2450424.shtml
2024,4,Hubei,99.5,97.6,98.8,95.5,https://wind.in-en.com/html/wind-2450424.shtml
2024,4,Hunan,92.2,96.0,96.5,98.7,https://wind.in-en.com/html/wind-2450424.shtml
2024,4,Inner Mongolia East,91.9,96.6,92.8,97.4,https://wind.in-en.com/html/wind-2450424.shtml
2024,4,Inner Mongolia West,93.6,93.0,94.0,92.6,https://wind.in-en.com/html/wind-2450424.shtml
2024,4,Jiangsu,100.0,100.0,99.8,99.8,https://wind.in-en.com/html/wind-2450424.shtml
2024,4,Jiangxi,100.0,99.9,99.4,97.4,https://wind.in-en.com/html/wind-2450424.shtml
2024,4,Jilin,91.8,96.4,91.7,96.0,https://wind.in-en.com/html/wind-2450424.shtml
2024,4,Liaoning,92.5,94.1,94.1,95.8,https://wind.in-en.com/html/wind-2450424.shtml
2024,4,National,96.1,97.1,96.1,96.3,https://wind.in-en.com/html/wind-2450424.shtml
2024,4,Ningxia,99.0,97.3,98.0,96.4,https://wind.in-en.com/html/wind-2450424.shtml
2024,4,Qinghai,92.3,92.2,92.7,91.5,https://wind.in-en.com/html/wind-2450424.shtml
2024,4,Shaanxi,95.8,96.0,95.5,94.7,https://wind.in-en.com/html/wind-2450424.shtml
2024,4,Shandong,98.5,99.3,95.6,97.5,https://wind.in-en.com/html/wind-2450424.shtml
2024,4,Shanghai,100.0,100.0,100.0,100.0,https://wind.in-en.com/html/wind-2450424.shtml
2024,4,Shanxi,99.9,99.9,98.5,97.5,https://wind.in-en.com/html/wind-2450424.shtml
2024,4,Sichuan,100.0,98.2,100.0,99.5,https://wind.in-en.com/html/wind-2450424.shtml
2024,4,Tianjin,99.9,99.7,99.2,98.5,https://wind.in-en.com/html/wind-2450424.shtml
2024,4,Tibet,92.7,73.3,96.9,71.8,https://wind.in-en.com/html/wind-2450424.shtml
2024,4,Xinjiang,93.1,93.6,94.7,95.3,https://wind.in-en.com/html/wind-2450424.shtml
2024,4,Yunnan,99.3,97.0,99.0,96.8,https://wind.in-en.com/html/wind-2450424.shtml
2024,4,Zhejiang,100.0,100.0,100.0,100.0,https://wind.in-en.com/html/wind-2450424.shtml
2024,5,Anhui,100.0,100.0,99.9,99.8,https://wind.in-en.com/html/wind-2451688.shtml
2024,5,Beijing,98.1,99.8,97.8,99.5,https://wind.in-en.com/html/wind-2451688.shtml
2024,5,Chongqing,100.0,100.0,100.0,100.0,https://wind.in-en.com/html/wind-2451688.shtml
2024,5,Fujian,100.0,100.0,100.0,100.0,https://wind.in-en.com/html/wind-2451688.shtml
2024,5,Gansu,97.5,93.3,93.5,91.6,https://wind.in-en.com/html/wind-2451688.shtml
2024,5,Guangdong,99.9,99.9,99.4,99.8,https://wind.in-en.com/html/wind-2451688.shtml
2024,5,Guangxi,100.0,100.0,100.0,100.0,https://wind.in-en.com/html/wind-2451688.shtml
2024,5,Guizhou,100.0,100.0,99.4,98.8,https://wind.in-en.com/html/wind-2451688.shtml
2024,5,Hainan,100.0,100.0,99.9,99.4,https://wind.in-en.com/html/wind-2451688.shtml
2024,5,Hebei,93.3,96.3,93.2,94.9,https://wind.in-en.com/html/wind-2451688.shtml
2024,5,Heilongjiang,88.7,93.4,94.0,95.2,https://wind.in-en.com/html/wind-2451688.shtml
2024,5,Henan,95.8,97.0,94.8,96.5,https://wind.in-en.com/html/wind-2451688.shtml
2024,5,Hubei,99.0,98.0,98.8,96.2,https://wind.in-en.com/html/wind-2451688.shtml
2024,5,Hunan,95.0,99.6,96.3,99.0,https://wind.in-en.com/html/wind-2451688.shtml
2024,5,Inner Mongolia East,89.1,95.8,92.0,97.1,https://wind.in-en.com/html/wind-2451688.shtml
2024,5,Inner Mongolia West,92.2,96.5,93.6,93.5,https://wind.in-en.com/html/wind-2451688.shtml
2024,5,Jiangsu,100.0,100.0,99.9,99.8,https://wind.in-en.com/html/wind-2451688.shtml
2024,5,Jiangxi,99.7,98.9,99.5,97.9,https://wind.in-en.com/html/wind-2451688.shtml
2024,5,Jilin,89.3,95.9,91.2,96.0,https://wind.in-en.com/html/wind-2451688.shtml
2024,5,Liaoning,88.4,93.1,92.8,95.1,https://wind.in-en.com/html/wind-2451688.shtml
2024,5,National,94.8,97.5,95.9,96.7,https://wind.in-en.com/html/wind-2451688.shtml
2024,5,Ningxia,98.0,97.3,98.0,96.6,https://wind.in-en.com/html/wind-2451688.shtml
2024,5,Qinghai,94.0,90.7,93.0,91.3,https://wind.in-en.com/html/wind-2451688.shtml
2024,5,Shaanxi,96.0,96.6,95.6,95.2,https://wind.in-en.com/html/wind-2451688.shtml
2024,5,Shandong,95.4,98.7,95.5,97.8,https://wind.in-en.com/html/wind-2451688.shtml
2024,5,Shanghai,100.0,100.0,100.0,100.0,https://wind.in-en.com/html/wind-2451688.shtml
2024,5,Shanxi,99.6,99.9,98.7,98.1,https://wind.in-en.com/html/wind-2451688.shtml
2024,5,Sichuan,100.0,100.0,100.0,99.6,https://wind.in-en.com/html/wind-2451688.shtml
2024,5,Tianjin,99.7,99.7,99.3,98.8,https://wind.in-en.com/html/wind-2451688.shtml
2024,5,Tibet,100.0,78.4,97.4,73.2,https://wind.in-en.com/html/wind-2451688.shtml
2024,5,Xinjiang,92.3,94.2,94.1,95.0,https://wind.in-en.com/html/wind-2451688.shtml
2024,5,Yunnan,98.8,96.8,99.0,96.8,https://wind.in-en.com/html/wind-2451688.shtml
2024,5,Zhejiang,100.0,100.0,100.0,100.0,https://wind.in-en.com/html/wind-2451688.shtml
2024,6,Anhui,100.0,100.0,99.9,99.9,https://wind.in-en.com/html/wind-2452727.shtml
2024,6,Beijing,100.0,100.0,97.9,99.7,https://wind.in-en.com/html/wind-2452727.shtml
2024,6,Chongqing,100.0,100.0,100.0,100.0,https://wind.in-en.com/html/wind-2452727.shtml
2024,6,Fujian,100.0,100.0,100.0,100.0,https://wind.in-en.com/html/wind-2452727.shtml
2024,6,Gansu,96.0,92.0,93.9,91.7,https://wind.in-en.com/html/wind-2452727.shtml
2024,6,Guangdong,99.7,99.9,99.5,99.8,https://wind.in-en.com/html/wind-2452727.shtml
2024,6,Guangxi,100.0,100.0,100.0,100.0,https://wind.in-en.com/html/wind-2452727.shtml
2024,6,Guizhou,100.0,99.5,99.5,98.9,https://wind.in-en.com/html/wind-2452727.shtml
2024,6,Hainan,100.0,100.0,99.9,99.5,https://wind.in-en.com/html/wind-2452727.shtml
2024,6,Hebei,95.2,98.7,93.5,95.6,https://wind.in-en.com/html/wind-2452727.shtml
2024,6,Heilongjiang,97.5,98.7,94.4,95.8,https://wind.in-en.com/html/wind-2452727.shtml
2024,6,Henan,99.7,99.9,95.5,97.3,https://wind.in-en.com/html/wind-2452727.shtml
2024,6,Hubei,99.5,99.3,98.9,96.8,https://wind.in-en.com/html/wind-2452727.shtml
2024,6,Hunan,92.1,97.7,95.6,98.7,https://wind.in-en.com/html/wind-2452727.shtml
2024,6,Inner Mongolia East,97.0,98.5,92.6,97.3,https://wind.in-en.com/html/wind-2452727.shtml
2024,6,Inner Mongolia West,95.8,98.3,94.0,94.4,https://wind.in-en.com/html/wind-2452727.shtml
2024,6,Jiangsu,100.0,100.0,99.9,99.9,https://wind.in-en.com/html/wind-2452727.shtml
2024,6,Jiangxi,100.0,99.9,99.6,98.2,https://wind.in-en.com/html/wind-2452727.shtml
2024,6,Jilin,97.4,99.2,92.1,96.6,https://wind.in-en.com/html/wind-2452727.shtml
2024,6,Liaoning,98.3,99.4,93.6,96.0,https://wind.in-en.com/html/wind-2452727.shtml
2024,6,National,97.6,98.3,96.1,97.0,https://wind.in-en.com/html/wind-2452727.shtml
2024,6,Ningxia,99.2,99.3,98.2,97.1,https://wind.in-en.com/html/wind-2452727.shtml
2024,6,Qinghai,92.9,90.7,93.0,91.2,https://wind.in-en.com/html/wind-2452727.shtml
2024,6,Shaanxi,97.7,98.3,96.0,95.9,https://wind.in-en.com/html/wind-2452727.shtml
2024,6,Shandong,99.8,99.9,96.1,98.2,https://wind.in-en.com/html/wind-2452727.shtml
2024,6,Shanghai,100.0,100.0,100.0,100.0,https://wind.in-en.com/html/wind-2452727.shtml
2024,6,Shanxi,99.7,100.0,98.8,98.5,https://wind.in-en.com/html/wind-2452727.shtml
2024,6,Sichuan,100.0,100.0,100.0,99.7,https://wind.in-en.com/html/wind-2452727.shtml
2024,6,Tianjin,100.0,100.0,99.4,99.1,https://wind.in-en.com/html/wind-2452727.shtml
2024,6,Tibet,100.0,64.6,97.7,71.7,https://wind.in-en.com/html/wind-2452727.shtml
2024,6,Xinjiang,95.3,94.5,94.3,94.9,https://wind.in-en.com/html/wind-2452727.shtml
2024,6,Yunnan,99.8,98.2,99.1,97.0,https://wind.in-en.com/html/wind-2452727.shtml
2024,6,Zhejiang,100.0,100.0,100.0,100.0,https://wind.in-en.com/html/wind-2452727.shtml
2024,7,Anhui,100.0,100.0,99.9,99.9,https://wind.in-en.com/html/wind-2453312.shtml
2024,7,Beijing,100.0,100.0,98.1,99.7,https://wind.in-en.com/html/wind-2453312.shtml
2024,7,Chongqing,100.0,100.0,100.0,100.0,https://wind.in-en.com/html/wind-2453312.shtml
2024,7,Fujian,100.0,100.0,100.0,100.0,https://wind.in-en.com/html/wind-2453312.shtml
2024,7,Gansu,94.1,92.7,93.9,91.9,https://wind.in-en.com/html/wind-2453312.shtml
2024,7,Guangdong,99.3,99.9,99.4,99.9,https://wind.in-en.com/html/wind-2453312.shtml
2024,7,Guangxi,97.5,95.6,99.6,99.0,https://wind.in-en.com/html/wind-2453312.shtml
2024,7,Guizhou,99.7,98.4,99.6,98.8,https://wind.in-en.com/html/wind-2453312.shtml
2024,7,Hainan,100.0,100.0,99.9,99.6,https://wind.in-en.com/html/wind-2453312.shtml
2024,7,Hebei,99.0,99.4,93.9,96.2,https://wind.in-en.com/html/wind-2453312.shtml
2024,7,Heilongjiang,100.0,100.0,94.9,96.4,https://wind.in-en.com/html/wind-2453312.shtml
2024,7,Henan,98.6,99.4,95.9,97.6,https://wind.in-en.com/html/wind-2453312.shtml
2024,7,Hubei,92.9,95.9,97.4,96.6,https://wind.in-en.com/html/wind-2453312.shtml
2024,7,Hunan,94.7,99.4,95.4,98.9,https://wind.in-en.com/html/wind-2453312.shtml
2024,7,Inner Mongolia East,98.1,99.6,93.1,97.6,https://wind.in-en.com/html/wind-2453312.shtml
2024,7,Inner Mongolia West,98.7,98.6,94.4,95.0,https://wind.in-en.com/html/wind-2453312.shtml
2024,7,Jiangsu,100.0,100.0,99.9,99.9,https://wind.in-en.com/html/wind-2453312.shtml
2024,7,Jiangxi,99.9,99.8,99.7,98.6,https://wind.in-en.com/html/wind-2453312.shtml
2024,7,Jilin,98.5,99.6,92.7,97.0,https://wind.in-en.com/html/wind-2453312.shtml
2024,7,Liaoning,99.4,100.0,94.1,96.6,https://wind.in-en.com/html/wind-2453312.shtml
2024,7,National,97.9,97.6,96.3,97.1,https://wind.in-en.com/html/wind-2453312.shtml
2024,7,Ningxia,99.2,98.5,98.3,97.4,https://wind.in-en.com/html/wind-2453312.shtml
2024,7,Qinghai,94.8,89.1,93.2,90.9,https://wind.in-en.com/html/wind-2453312.shtml
2024,7,Shaanxi,98.6,98.0,96.2,96.2,https://wind.in-en.com/html/wind-2453312.shtml
2024,7,Shandong,99.6,99.8,96.5,98.5,https://wind.in-en.com/html/wind-2453312.shtml
2024,7,Shanghai,100.0,100.0,100.0,100.0,https://wind.in-en.com/html/wind-2453312.shtml
2024,7,Shanxi,100.0,100.0,98.9,98.7,https://wind.in-en.com/html/wind-2453312.shtml
2024,7,Sichuan,99.9,100.0,100.0,99.7,https://wind.in-en.com/html/wind-2453312.shtml
2024,7,Tianjin,100.0,100.0,99.4,99.3,https://wind.in-en.com/html/wind-2453312.shtml
2024,7,Tibet,54.1,67.4,94.1,71.1,https://wind.in-en.com/html/wind-2453312.shtml
2024,7,Xinjiang,93.8,91.5,94.2,94.3,https://wind.in-en.com/html/wind-2453312.shtml
2024,7,Yunnan,98.0,86.9,99.0,95.5,https://wind.in-en.com/html/wind-2453312.shtml
2024,7,Zhejiang,100.0,100.0,100.0,100.0,https://wind.in-en.com/html/wind-2453312.shtml
2024,8,Anhui,100.0,100.0,99.9,99.9,https://newenergy.in-en.com/html/newenergy-2436935.shtml
2024,8,Beijing,100.0,100.0,98.2,99.8,https://newenergy.in-en.com/html/newenergy-2436935.shtml
2024,8,Chongqing,100.0,100.0,100.0,100.0,https://newenergy.in-en.com/html/newenergy-2436935.shtml
2024,8,Fujian,100.0,100.0,100.0,100.0,https://newenergy.in-en.com/html/newenergy-2436935.shtml
2024,8,Gansu,89.2,90.7,93.2,91.7,https://newenergy.in-en.com/html/newenergy-2436935.shtml
2024,8,Guangdong,98.8,99.9,99.4,99.9,https://newenergy.in-en.com/html/newenergy-2436935.shtml
2024,8,Guangxi,95.9,98.0,99.4,98.8,https://newenergy.in-en.com/html/newenergy-2436935.shtml
2024,8,Guizhou,99.9,98.1,99.6,98.7,https://newenergy.in-en.com/html/newenergy-2436935.shtml
2024,8,Hainan,100.0,100.0,99.9,99.7,https://newenergy.in-en.com/html/newenergy-2436935.shtml
2024,8,Hebei,97.4,99.2,94.2,96.6,https://newenergy.in-en.com/html/newenergy-2436935.shtml
2024,8,Heilongjiang,99.4,100.0,95.2,96.9,https://newenergy.in-en.com/html/newenergy-2436935.shtml
2024,8,Henan,97.9,99.8,96.1,98.0,https://newenergy.in-en.com/html/newenergy-2436935.shtml
2024,8,Hubei,99.5,99.3,97.6,97.2,https://newenergy.in-en.com/html/newenergy-2436935.shtml
2024,8,Hunan,99.9,100.0,95.8,99.1,https://newenergy.in-en.com/html/newenergy-2436935.shtml
2024,8,Inner Mongolia East,99.0,99.7,93.5,97.9,https://newenergy.in-en.com/html/newenergy-2436935.shtml
2024,8,Inner Mongolia West,97.8,98.5,95.2,94.3,https://newenergy.in-en.com/html/newenergy-2436935.shtml
2024,8,Jiangsu,100.0,100.0,99.9,99.9,https://newenergy.in-en.com/html/newenergy-2436935.shtml
2024,8,Jiangxi,100.0,100.0,99.7,98.9,https://newenergy.in-en.com/html/newenergy-2436935.shtml
2024,8,Jilin,99.5,100.0,93.2,97.4,https://newenergy.in-en.com/html/newenergy-2436935.shtml
2024,8,Liaoning,99.9,100.0,94.4,97.0,https://newenergy.in-en.com/html/newenergy-2436935.shtml
2024,8,National,96.5,97.7,96.4,97.2,https://newenergy.in-en.com/html/newenergy-2436935.shtml
2024,8,Ningxia,95.9,95.0,98.0,97.0,https://newenergy.in-en.com/html/newenergy-2436935.shtml
2024,8,Qinghai,92.2,86.9,93.1,90.4,https://newenergy.in-en.com/html/newenergy-2436935.shtml
2024,8,Shaanxi,93.9,96.6,95.9,96.3,https://newenergy.in-en.com/html/newenergy-2436935.shtml
2024,8,Shandong,99.4,99.9,96.7,98.7,https://newenergy.in-en.com/html/newenergy-2436935.shtml
2024,8,Shanghai,100.0,100.0,100.0,100.0,https://newenergy.in-en.com/html/newenergy-2436935.shtml
2024,8,Shanxi,99.7,100.0,99.0,98.9,https://newenergy.in-en.com/html/newenergy-2436935.shtml
2024,8,Sichuan,99.8,99.0,100.0,99.6,https://newenergy.in-en.com/html/newenergy-2436935.shtml
2024,8,Tianjin,100.0,100.0,99.5,99.4,https://newenergy.in-en.com/html/newenergy-2436935.shtml
2024,8,Tibet,54.6,70.0,86.6,70.9,https://newenergy.in-en.com/html/newenergy-2436935.shtml
2024,8,Xinjiang,91.6,89.7,93.9,93.6,https://newenergy.in-en.com/html/newenergy-2436935.shtml
2024,8,Yunnan,98.0,94.7,98.9,95.4,https://newenergy.in-en.com/html/newenergy-2436935.shtml
2024,8,Zhejiang,100.0,100.0,100.0,100.0,https://newenergy.in-en.com/html/newenergy-2436935.shtml
2024,9,Anhui,100.0,100.0,99.9,99.9,https://newenergy.in-en.com/html/newenergy-2437277.shtml
2024,9,Beijing,100.0,100.0,98.3,99.8,https://newenergy.in-en.com/html/newenergy-2437277.shtml
2024,9,Chongqing,100.0,100.0,100.0,100.0,https://newenergy.in-en.com/html/newenergy-2437277.shtml
2024,9,Fujian,100.0,100.0,100.0,100.0,https://newenergy.in-en.com/html/newenergy-2437277.shtml
2024,9,Gansu,98.0,96.9,93.8,92.1,https://newenergy.in-en.com/html/newenergy-2437277.shtml
2024,9,Guangdong,99.3,100.0,99.4,99.9,https://newenergy.in-en.com/html/newenergy-2437277.shtml
2024,9,Guangxi,98.9,99.6,99.3,98.9,https://newenergy.in-en.com/html/newenergy-2437277.shtml
2024,9,Guizhou,99.8,96.5,99.6,98.4,https://newenergy.in-en.com/html/newenergy-2437277.shtml
2024,9,Hainan,100.0,100.0,99.9,99.7,https://newenergy.in-en.com/html/newenergy-2437277.shtml
